Eigenvector Projection Log
protocol,step,mod0,mod1,mod2,mod3,mod4,mod5,mod6,mod7,mod8,mod9
0.000000000000000000e+00,1.501000000000000000e+03,1.903003393021413317e-02,2.055015197814496208e-01,8.423179639906287763e-02,8.328735402874000160e-01,2.318291727800356194e-02,3.174316105161776869e-01,5.404965190972476491e-02,1.389437685703327485e-01,5.337281811790298841e-02,1.159494850599915652e-02
0.000000000000000000e+00,1.601000000000000000e+03,2.372737389019232562e-02,2.297111508321379725e-01,9.685705569910824098e-02,8.237378987104045924e-01,1.119640296585963472e-02,2.768339237260555863e-01,1.090536704857246464e-02,1.091310388038670282e-01,4.865721478423180174e-02,1.259974347765361290e-02
0.000000000000000000e+00,1.701000000000000000e+03,2.909736797541985151e-02,2.584086205194918162e-01,1.130270435419181846e-01,8.038455765959210408e-01,5.208556558073220571e-02,2.252713819805592099e-01,3.315592708999860055e-02,7.563830472655255766e-02,4.618507968943305619e-02,1.311144477321382618e-02
0.000000000000000000e+00,1.801000000000000000e+03,3.460253220212292091e-02,2.902941305315683840e-01,1.323318295902524422e-01,7.718559526884239963e-01,9.666552106954554024e-02,1.650209212461533348e-01,7.273343946300064866e-02,4.234667385843512988e-02,4.430596744602424003e-02,1.566593806010894638e-02
0.000000000000000000e+00,1.901000000000000000e+03,3.925264617609375284e-02,3.234883014883787600e-01,1.533412636427639586e-01,7.291144404171204796e-01,1.417313168492315145e-01,9.999235903183420482e-02,1.046365245816289202e-01,1.349491504589728913e-02,3.984303570415582973e-02,1.104963970223411980e-02
0.000000000000000000e+00,2.001000000000000000e+03,4.293970164672910456e-02,3.571603109494348449e-01,1.754118698022524292e-01,6.764978545365000207e-01,1.851220115729590443e-01,3.237328518811502520e-02,1.274065034056321988e-01,8.956734679498021268e-03,3.025718810930847630e-02,1.429583452714139336e-02
0.000000000000000000e+00,2.101000000000000000e+03,4.500693152628609806e-02,3.902694089895421548e-01,1.971926978358012339e-01,6.143677183932551022e-01,2.263841359059781122e-01,3.689865043170618975e-02,1.432822043505732890e-01,2.433814431883337889e-02,1.372432022142533285e-02,6.062912178997323202e-03
0.000000000000000000e+00,2.201000000000000000e+03,4.596385613070609610e-02,4.233029556547216465e-01,2.191273089567652432e-01,5.378915844674752034e-01,2.665871828588164405e-01,1.109978863536626309e-01,1.536663341975549602e-01,3.397312400012717643e-02,1.032133892052817907e-02,1.021424481092490268e-02
0.000000000000000000e+00,2.301000000000000000e+03,4.511884568478122248e-02,4.549399278189156237e-01,2.401166694253392686e-01,4.409067998941840760e-01,3.061509110264908906e-01,1.926418267386823813e-01,1.610004934451393921e-01,3.863919128049526919e-02,4.301386983372642442e-02,6.473116128226116090e-05
0.000000000000000000e+00,2.401000000000000000e+03,4.264475306989647108e-02,4.828308057435343192e-01,2.593281956205838457e-01,3.120321945606005509e-01,3.449059383745620155e-01,2.856592117026536259e-01,1.648424339584571019e-01,3.904309330727043226e-02,8.451432941542903754e-02,4.619955605746884318e-03
0.000000000000000000e+00,2.501000000000000000e+03,3.737328349052951998e-02,4.994792932812077701e-01,2.725297293777435570e-01,1.424737946779597031e-01,3.779899933418197633e-01,3.881805789776644477e-01,1.642060141331978529e-01,3.513364044246773676e-02,1.342866335163807601e-01,5.864290792962123348e-03
0.000000000000000000e+00,2.601000000000000000e+03,2.910152405982643214e-02,4.933406174563326196e-01,2.736127252804682608e-01,6.917419776922215102e-02,3.968924620932038350e-01,4.901994081780276513e-01,1.548389451862551836e-01,2.635557916507601239e-02,1.866318412189082454e-01,2.168172257079451805e-03
0.000000000000000000e+00,2.701000000000000000e+03,1.778686239721930309e-02,4.536483731182268664e-01,2.562653260081432238e-01,2.996761444117937989e-01,3.899941343914665182e-01,5.701400356493185884e-01,1.337077156740749118e-01,1.319091989957113867e-02,2.311874701809377153e-01,9.088680473823912420e-03
0.000000000000000000e+00,2.801000000000000000e+03,5.451974483006577499e-03,3.832002151432757353e-01,2.215778955853630328e-01,5.085669658429443629e-01,3.553320845550059781e-01,6.097225319719413728e-01,1.015653248388048852e-01,2.738361363558569021e-03,2.568213530166439940e-01,6.939191196394775378e-03
0.000000000000000000e+00,2.901000000000000000e+03,5.856374737307429648e-03,2.985480346370862348e-01,1.783172513096395184e-01,6.662186994036713994e-01,3.022862236902680855e-01,6.089693414479824263e-01,6.429708325161453963e-02,1.883531173272098846e-02,2.612560839213515784e-01,6.677648805051930939e-03
0.000000000000000000e+00,3.001000000000000000e+03,1.498892676821037516e-02,2.156413845358794990e-01,1.353969172789333264e-01,7.710524563281551114e-01,2.429335702672155428e-01,5.814412082367710344e-01,2.746631451688532830e-02,3.342300922127967172e-02,2.490715453813262259e-01,6.231557276569466529e-03
0.000000000000000000e+00,3.101000000000000000e+03,2.209992529028410521e-02,1.410627880686364244e-01,9.651085874451081903e-02,8.362295771566647939e-01,1.838799074032320124e-01,5.393395558781862720e-01,5.539210180151134602e-03,4.612191302662883852e-02,2.251436125076836103e-01,7.318393135980696832e-04
0.000000000000000000e+00,3.201000000000000000e+03,2.759816094263875530e-02,7.459990926908995068e-02,6.187248813037882905e-02,8.749345112205714203e-01,1.249967614416151451e-01,4.885563290022028604e-01,3.329664988577438201e-02,5.582701764542472023e-02,1.920376005240749806e-01,1.571943525082305452e-03
0.000000000000000000e+00,3.301000000000000000e+03,3.213535496825804805e-02,1.302308290915342795e-02,2.927937778151058421e-02,8.953317584401134788e-01,6.498561393991085511e-02,4.293470157438453727e-01,5.372881052288946968e-02,6.216647768713074590e-02,1.496124953154160109e-01,6.375314728803908697e-03
0.000000000000000000e+00,3.401000000000000000e+03,3.582916684688580711e-02,4.643137413132403940e-02,2.622438315927776500e-03,9.005101471687712023e-01,3.812046958703837812e-04,3.602141033658868285e-01,6.535763997850349560e-02,6.265904570018121511e-02,9.839255752881466421e-02,4.511629723833877892e-03
0.000000000000000000e+00,3.501000000000000000e+03,3.925428015587777153e-02,1.055328019540913292e-01,3.572217108729463381e-02,8.897542726729992246e-01,6.838036051566122320e-02,2.793932354334698331e-01,6.598766834873381892e-02,5.669598457528519236e-02,4.046451405888162184e-02,1.189028531330126558e-02
0.000000000000000000e+00,3.601000000000000000e+03,4.231868484483875675e-02,1.635053703306413031e-01,6.931244499517003055e-02,8.615176907416820518e-01,1.399864641683127020e-01,1.886697945233541396e-01,5.697609401866350620e-02,4.259063003547221282e-02,1.814848382139601368e-02,8.094481802943483129e-03
0.000000000000000000e+00,3.701000000000000000e+03,4.579128237393696732e-02,2.199625461218884248e-01,1.037303349653336954e-01,8.144768329573602861e-01,2.105212165605219454e-01,9.028952205732145020e-02,4.057688217383625257e-02,2.161857035983844391e-02,7.162873625035298675e-02,1.167778866235805874e-02
0.000000000000000000e+00,3.801000000000000000e+03,4.955887428473586959e-02,2.740675462190529932e-01,1.378273651378948972e-01,7.484952968487148528e-01,2.771703464134165906e-01,1.235595288650375052e-02,2.149306124738876306e-02,6.543876758067458319e-03,1.155341827882504502e-01,6.578977472279275325e-03
0.000000000000000000e+00,3.901000000000000000e+03,5.396947235711218455e-02,3.259154405810841815e-01,1.716924040843165189e-01,6.622722292005784883e-01,3.372229310970963900e-01,1.178760738935236280e-01,2.802841703259082405e-03,4.101981640224259401e-02,1.482152329430701798e-01,6.382918391702966515e-03
0.000000000000000000e+00,4.001000000000000000e+03,5.843752323811474830e-02,3.745231636558986055e-01,2.042482140717481742e-01,5.541303093871047247e-01,3.880411645642912188e-01,2.243852026692332857e-01,1.225342390232230308e-02,8.186495688492020917e-02,1.688629207312113967e-01,2.216792566933790693e-03
0.000000000000000000e+00,4.101000000000000000e+03,6.240528035607908336e-02,4.182221821340776358e-01,2.344913027717201448e-01,4.207834863073363629e-01,4.266173438256025685e-01,3.304296663001546897e-01,2.195858643961861797e-02,1.276835867485491272e-01,1.769652914978249447e-01,7.050548872181755435e-04
0.000000000000000000e+00,4.201000000000000000e+03,6.485097237804210435e-02,4.532046105539473957e-01,2.600606799354663878e-01,2.595485376075022388e-01,4.490216144764023753e-01,4.322779677407627141e-01,2.498914907891624723e-02,1.755824391891665781e-01,1.712129120947216143e-01,2.529217767762882187e-03
0.000000000000000000e+00,4.301000000000000000e+03,6.457167968853595730e-02,4.738401810870297992e-01,2.777100662475262549e-01,7.244251452553246429e-02,4.499986612826651355e-01,5.224683462701956715e-01,2.077094394688252382e-02,2.200725901674834006e-01,1.505282429559904045e-01,7.525762824361754283e-03
0.000000000000000000e+00,4.401000000000000000e+03,6.087939256813953981e-02,4.741352415317897639e-01,2.837496458189127657e-01,1.300584794818755163e-01,4.260023569687719225e-01,5.901370570547377348e-01,9.785633614940801583e-03,2.536497232521043310e-01,1.150868301250833614e-01,6.595686196693672544e-03
0.000000000000000000e+00,4.501000000000000000e+03,5.365041520139540027e-02,4.523193260519281500e-01,2.771925143621281062e-01,3.276171388036414611e-01,3.766819458764642525e-01,6.255240043033846176e-01,6.315129901103618860e-03,2.697308264832143365e-01,6.988164768230625823e-02,1.202679226818619170e-02
0.000000000000000000e+00,4.601000000000000000e+03,4.409432371363927738e-02,4.124724027259710213e-01,2.601565587952200942e-01,5.009909315580765021e-01,3.081605758794505601e-01,6.257331614362882100e-01,2.507614405080059797e-02,2.664092302911398313e-01,2.225781708628233463e-02,8.507034349208585783e-03
0.000000000000000000e+00,4.701000000000000000e+03,3.334379420284500073e-02,3.629564836892357205e-01,2.381137692441541165e-01,6.394573988500229511e-01,2.262317923614326209e-01,5.951188540339130695e-01,4.414712019112803504e-02,2.458446826888906200e-01,1.834603930239301142e-02,1.198300121267378490e-02
0.000000000000000000e+00,4.801000000000000000e+03,2.226801272232381904e-02,3.106067927959438313e-01,2.150704035251510549e-01,7.425981276984165991e-01,1.356613448933320365e-01,5.393142457700871306e-01,6.241856673598403238e-02,2.127725378205250761e-01,4.591560758683321114e-02,6.736161343972143362e-03
0.000000000000000000e+00,4.901000000000000000e+03,1.089585343314935020e-02,2.596998749265241324e-01,1.941420594076533057e-01,8.132324587793686721e-01,3.683594497797599426e-02,4.625802543618516283e-01,7.881612575248779506e-02,1.704221317736119290e-01,5.553858236187973058e-02,7.108078960086416064e-03
0.000000000000000000e+00,5.001000000000000000e+03,9.884292424690191252e-04,2.113429362630180053e-01,1.753737806267430810e-01,8.532876054575677660e-01,6.785315590707975686e-02,3.673385886313604298e-01,9.277501121250057714e-02,1.226511919671767203e-01,4.737420893920649828e-02,1.830785010011974027e-03
0.000000000000000000e+00,5.101000000000000000e+03,1.346001310241606158e-02,1.650766627782801754e-01,1.580927243941229465e-01,8.637221441647197073e-01,1.748478394645832379e-01,2.570954609439988769e-01,1.028213193075778742e-01,7.179354277021220143e-02,2.497554039170175183e-02,4.703371810650000496e-04
0.000000000000000000e+00,5.201000000000000000e+03,2.635466623453893917e-02,1.192713104023620518e-01,1.405489429685286840e-01,8.456426674656598585e-01,2.786147010957880643e-01,1.356304298499173278e-01,1.077885142951468256e-01,1.996536033219949852e-02,4.214514416486312386e-03,1.828504457424906873e-03
0.000000000000000000e+00,5.301000000000000000e+03,3.925619470495299995e-02,7.257404063569598829e-02,1.217840429395531943e-01,8.001992042544683326e-01,3.745049836453503422e-01,7.235107489689790623e-03,1.062568563593856291e-01,3.243917022296229080e-02,3.316245085967663847e-02,2.735854091866162918e-03
0.000000000000000000e+00,5.401000000000000000e+03,5.157679530551430302e-02,2.449725949659357915e-02,1.015371646151475571e-01,7.281252433385998479e-01,4.581037752353012138e-01,1.231717729588888838e-01,9.722266595939163536e-02,8.558928657707511045e-02,5.664524815032219440e-02,9.752197856876254622e-04
0.000000000000000000e+00,5.501000000000000000e+03,6.306397435948504770e-02,2.440271223979671375e-02,8.015323720662008433e-02,6.292000442687519790e-01,5.258490713839224506e-01,2.504296788348708835e-01,8.053273807301807030e-02,1.392692428161361740e-01,7.218208776416730477e-02,9.548060096830983910e-04
0.000000000000000000e+00,5.601000000000000000e+03,7.329772240875595535e-02,7.304290780140750006e-02,5.797936572600707189e-02,5.035210141466477385e-01,5.740565335453632345e-01,3.687763105593553359e-01,5.667823232311506448e-02,1.924210663675930688e-01,7.973129751730992365e-02,4.127394403702985479e-03
0.000000000000000000e+00,5.701000000000000000e+03,8.254117902917194882e-02,1.200816794212056504e-01,3.492748867406689911e-02,3.507006854366608306e-01,5.996012803874882779e-01,4.733670128714915770e-01,2.715548365514061646e-02,2.417937777730736204e-01,8.022091579729112576e-02,5.067575060859256381e-03
0.000000000000000000e+00,5.801000000000000000e+03,9.035727031631626827e-02,1.640295306193126357e-01,1.042468607036117247e-02,1.748959993080207165e-01,5.981726586017062086e-01,5.577620459441703371e-01,6.204787288902463387e-03,2.821003028351404263e-01,7.383743177980992001e-02,1.194033879918358562e-02
0.000000000000000000e+00,5.901000000000000000e+03,9.684768527645931657e-02,2.032646803129973256e-01,1.612357119059945262e-02,1.607569620673159755e-02,5.673733364797640677e-01,6.161044392784327250e-01,4.081718077580495652e-02,3.067629928993078625e-01,5.970722772432623948e-02,1.318651003622822379e-02
0.000000000000000000e+00,6.001000000000000000e+03,1.013980147655042657e-01,2.368441254351987824e-01,4.542338017606448869e-02,2.073305786559467845e-01,5.064779113454841442e-01,6.432762583887142727e-01,7.393905433760988855e-02,3.100039390401606587e-01,3.525822754723122177e-02,1.875661121032218964e-02
0.000000000000000000e+00,6.101000000000000000e+03,1.039785267815316327e-01,2.644590350907260468e-01,7.742252290584099306e-02,3.835820271422301087e-01,4.193697403842360227e-01,6.375050522456215951e-01,1.029160037065401934e-01,2.896162789598052401e-01,9.781413732601260125e-04,1.834211057986536927e-02
0.000000000000000000e+00,6.201000000000000000e+03,1.042821243872232156e-01,2.865633146281112431e-01,1.116434081497354736e-01,5.311073557989780536e-01,3.116292886104794491e-01,5.999103347178592616e-01,1.254699035439154065e-01,2.475797542430865916e-01,4.854941732157801171e-02,1.932481097679672813e-02
0.000000000000000000e+00,6.301000000000000000e+03,1.026417809817483928e-01,3.032999945470602476e-01,1.465310106642492838e-01,6.426778850942774790e-01,1.904636605394306181e-01,5.335433859526208522e-01,1.394565902451837813e-01,1.901589613924724864e-01,1.021215141864294379e-01,1.660304106871209745e-02
0.000000000000000000e+00,6.401000000000000000e+03,9.987609121185413164e-02,3.147564348442785098e-01,1.805941012596050388e-01,7.171843208686797810e-01,6.138894992297760228e-02,4.422762651875409290e-01,1.425936767361744573e-01,1.253256763216191449e-01,1.531360236446683842e-01,1.337074569913281920e-02
0.000000000000000000e+00,6.501000000000000000e+03,9.766876338473452768e-02,3.208308625303713524e-01,2.126909512641853295e-01,7.577907083616776118e-01,7.169144197525753603e-02,3.301891675580406749e-01,1.324405177715274329e-01,6.080834605942735116e-02,1.912143454395318354e-01,1.002943867879713818e-02
0.000000000000000000e+00,6.601000000000000000e+03,9.801621753900111034e-02,3.210941694607769015e-01,2.418423356628879861e-01,7.683302434660322922e-01,2.053466673275234911e-01,2.022287978398072394e-01,1.075446193247937693e-01,2.844850640472001719e-03,2.062834680156072353e-01,4.475577714009439795e-03
0.000000000000000000e+00,6.701000000000000000e+03,1.024629448316934227e-01,3.141796773910081053e-01,2.664151338993825391e-01,7.512831138934233932e-01,3.341326674405895591e-01,6.628675288353345907e-02,6.956178449381575368e-02,4.501964051398751887e-02,1.922374950519368797e-01,1.453192727415991876e-03
0.000000000000000000e+00,6.801000000000000000e+03,1.108261264856721801e-01,2.980665278377503391e-01,2.838999107010932721e-01,7.075221224559109512e-01,4.509758272442703220e-01,6.936858714312957308e-02,2.444992488800503197e-02,8.168471586151522523e-02,1.494528743582992647e-01,4.493774366823868015e-03
0.000000000000000000e+00,6.901000000000000000e+03,1.218631892294624874e-01,2.704781904940308790e-01,2.919407643757085946e-01,6.368809381821182170e-01,5.501605594282842349e-01,1.987028436881432547e-01,2.022951137997057447e-02,1.081807927480117754e-01,8.536314453973690985e-02,5.408846976217561789e-03
0.000000000000000000e+00,7.001000000000000000e+03,1.334621904691512262e-01,2.296567473394266756e-01,2.883640797487790897e-01,5.373996236580510510e-01,6.276395738011861791e-01,3.195775489908892486e-01,5.797679247919267087e-02,1.244577723993720297e-01,9.735126877625498512e-03,8.281376118521756660e-03
0.000000000000000000e+00,7.101000000000000000e+03,1.440278118543467378e-01,1.749679020525120865e-01,2.716086835972821856e-01,4.083993635652026777e-01,6.783054920505202645e-01,4.285595892166247367e-01,8.498259220419554505e-02,1.293164413695489234e-01,6.669114382666679886e-02,4.890546729235774152e-03
0.000000000000000000e+00,7.201000000000000000e+03,1.516823424958004540e-01,1.077168343009019813e-01,2.406792426238132665e-01,2.512577226997896873e-01,6.965448498027407842e-01,5.208067100012835349e-01,1.006153232849511525e-01,1.212677205860796387e-01,1.346236711728935609e-01,2.542229271037165818e-03
0.000000000000000000e+00,7.301000000000000000e+03,1.553424868753209842e-01,3.167251012108736330e-02,1.961760415985744910e-01,7.432432084896778424e-02,6.761544645819789201e-01,5.879750804142238607e-01,1.071805046683310808e-01,1.005565408905381569e-01,1.867010590668698733e-01,4.269591160347556945e-03
0.000000000000000000e+00,7.401000000000000000e+03,1.542463844858057431e-01,4.733478854942720776e-02,1.406124582298432235e-01,1.079168923803077718e-01,6.154381627706044799e-01,6.224727416874634711e-01,1.078157883037700188e-01,7.017985193614757755e-02,2.185545184483686232e-01,9.718110244552579866e-03
0.000000000000000000e+00,7.501000000000000000e+03,1.489190469820148299e-01,1.232886446261853008e-01,7.832355185462036573e-02,2.772029362356732141e-01,5.191928404912496964e-01,6.206680566089991524e-01,1.043237452336953225e-01,3.536704545097067720e-02,2.291436409930439067e-01,1.546396617854518298e-02
0.000000000000000000e+00,7.601000000000000000e+03,1.404838342035192589e-01,1.927066786908979701e-01,1.339293861938186184e-02,4.197080953195980180e-01,3.977535571593023289e-01,5.852073526067378406e-01,9.551392089608715108e-02,1.859432861063441090e-03,2.201365825056641745e-01,1.965831010801032813e-02
0.000000000000000000e+00,7.701000000000000000e+03,1.300178736243416400e-01,2.554556637286763965e-01,5.195104631946247803e-02,5.292644463638338514e-01,2.617753266143558744e-01,5.219024968692768107e-01,7.770727229794310853e-02,2.557049168386590909e-02,1.936717277835637296e-01,2.067903918573391411e-02
0.000000000000000000e+00,7.801000000000000000e+03,1.179035474723615085e-01,3.126797583993997653e-01,1.169546380032595451e-01,6.050757447036216874e-01,1.195247329327265295e-01,4.367009132665674587e-01,4.718776086090563371e-02,4.385387275508768889e-02,1.517437784035972348e-01,2.049877851522828240e-02
0.000000000000000000e+00,7.901000000000000000e+03,1.038348300619730546e-01,3.642728136316955578e-01,1.804955351505629357e-01,6.484936137035176573e-01,2.136504082047022135e-02,3.347268658193263136e-01,3.583758651311586951e-03,5.088731705114220988e-02,9.637623445073409401e-02,1.506610669642432544e-02
0.000000000000000000e+00,8.001000000000000000e+03,8.727547447739519848e-02,4.083812960525842750e-01,2.408020630225006786e-01,6.621802260625667680e-01,1.546060332001564230e-01,2.205330200098623017e-01,4.768725414038511162e-02,4.595277081924697277e-02,3.204102642620562658e-02,9.597387284564311977e-03
0.000000000000000000e+00,8.101000000000000000e+03,6.785005308028402293e-02,4.429411501783191429e-01,2.961326808668408583e-01,6.499249163946005936e-01,2.756241354512792285e-01,9.641234501271477020e-02,9.726666487623064627e-02,2.713640046189040936e-02,3.654982124684701128e-02,3.483581945606343145e-04
0.000000000000000000e+00,8.201000000000000000e+03,4.538774652936884701e-02,4.663397375783375765e-01,3.454074316495337471e-01,6.158466290393213027e-01,3.809848351255172849e-01,3.578779496911078939e-02,1.335053567870216062e-01,8.702052076990764509e-03,1.030064802097655913e-01,5.241591664731743913e-03
0.000000000000000000e+00,8.301000000000000000e+03,2.035846989013023745e-02,4.772490260598500900e-01,3.869365436554459414e-01,5.633816907107915828e-01,4.663091844389099516e-01,1.727685836391194274e-01,1.459882218084831706e-01,6.438978314454847640e-02,1.606509144291530244e-01,1.007005735388681947e-02
0.000000000000000000e+00,8.401000000000000000e+03,7.024604950672279878e-03,4.744592436375911215e-01,4.192365202313647621e-01,4.937861276994047199e-01,5.280805951954924415e-01,3.094022064789335724e-01,1.304383915909276825e-01,1.371965153473821419e-01,2.026584138432202531e-01,8.511261918046455696e-03
0.000000000000000000e+00,8.501000000000000000e+03,3.750337545736401323e-02,4.553537857678040535e-01,4.401978249149089972e-01,4.016893551947763319e-01,5.645535650241287895e-01,4.429867878110929080e-01,9.041168294775746295e-02,2.191682930818656394e-01,2.248136341201518174e-01,5.332481484023344001e-03
0.000000000000000000e+00,8.601000000000000000e+03,7.233818592634633227e-02,4.145171285005364581e-01,4.453541663069816026e-01,2.774904173387259809e-01,5.711226731606575679e-01,5.679466193183311251e-01,3.346440330851530726e-02,2.973559757835650408e-01,2.215914921690753381e-01,7.993132837977710457e-04
0.000000000000000000e+00,8.701000000000000000e+03,1.106584379604453744e-01,3.457337285997100218e-01,4.266268069047369216e-01,1.164102680062812645e-01,5.386923358668903594e-01,6.682978374890942153e-01,3.014557445517988821e-02,3.534951958111581249e-01,1.863672027034032619e-01,7.067614045483669623e-03
0.000000000000000000e+00,8.801000000000000000e+03,1.475521300041888195e-01,2.490199352279630352e-01,3.773642821541063341e-01,6.801252730237349053e-02,4.614304895998598277e-01,7.191922150028224880e-01,8.809490483747513256e-02,3.692630309977718572e-01,1.181964232112090590e-01,1.201737898262512406e-02
0.000000000000000000e+00,8.901000000000000000e+03,1.761662072469458995e-01,1.368726536196150922e-01,3.014451265983193462e-01,2.434276283271522290e-01,3.484996637270241227e-01,7.059592535217856790e-01,1.309377964287823659e-01,3.406777852252905192e-01,3.022426113929085542e-02,1.622218508800854150e-02
0.000000000000000000e+00,9.001000000000000000e+03,1.935055027849179321e-01,2.706993796995810220e-02,2.130707887149137780e-01,3.808909156865529777e-01,2.219428401530915140e-01,6.389781877300426682e-01,1.580731657402672241e-01,2.823190381256501791e-01,5.599984031096140458e-02,1.653268171608016091e-02
0.000000000000000000e+00,9.101000000000000000e+03,2.020495771656726502e-01,7.058421309722469339e-02,1.248036171936528910e-01,4.727233366211263110e-01,9.892975965982603315e-02,5.407559910414575510e-01,1.750337048672170881e-01,2.133871407900861938e-01,1.239300056737951267e-01,1.683638769752096934e-02
0.000000000000000000e+00,9.201000000000000000e+03,2.063243331230306399e-01,1.566887779885082210e-01,4.075420876471033682e-02,5.258609017638400385e-01,1.487716749064206014e-02,4.267438000174099688e-01,1.869034440371888373e-01,1.433330493457360966e-01,1.665017598342559690e-01,1.319268420029140639e-02
0.000000000000000000e+00,9.301000000000000000e+03,2.102724860473031976e-01,2.357629053946359854e-01,4.056974518861555801e-02,5.496909721800972148e-01,1.192982850158608860e-01,3.028523609771522906e-01,1.933808231262698352e-01,7.208947258393869073e-02,1.808268375500760305e-01,9.877238282816086512e-03
0.000000000000000000e+00,9.401000000000000000e+03,2.165478377668931254e-01,3.105567225506476459e-01,1.206887619254406185e-01,5.515383470413669498e-01,2.112195331126860975e-01,1.713351141384563403e-01,1.887928153040066559e-01,5.932099576626519676e-03,1.664687361642891716e-01,3.653661671616171853e-03
0.000000000000000000e+00,9.501000000000000000e+03,2.262189081131955881e-01,3.788751487765424919e-01,1.974413942488753293e-01,5.374698693316906084e-01,2.821236978994347555e-01,3.784330499929400987e-02,1.647881834303401849e-01,9.361348856723852863e-02,1.256269838742769263e-01,2.912397925190384537e-04
